dom_edific,nombre_est,nomb_abrev,telefono,comunas,barrio,longitude,latitude,,,,,,,,
Avda. Alvarez Jonte 5081,Jardín de Infantes Común Nº 01/18º República Argentina,JIC 01/18,4639-6770/6700,10,MONTE CASTRO,-58.509,-34.6217,,,,,,,,
Avda. Alvarez Jonte 5081,Esc. Primaria Común N° 02 Alejandro Aguado,EPjs 02,4566-9158,10,MONTE CASTRO,-58.509,-34.6217,,,,,,,,
Avda. Alvarez Jonte 5081,Centro Educativo Complementario de Natación Nº 18,CEC Natación 18,4566-9158/4568-8277,10,MONTE CASTRO,-58.509,-34.6217,,,,,,,,
Avda. Alvarez Jonte 4651,Jardín de Infantes Nucleado A (EPCjs 03/18º) [Sede],JIN A (03) (s),4566-4798 4639-8972,10,MONTE CASTRO,-58.5041,-34.6188,,,,,,,,
Angel Justiniano Carranza 2045,Curso Vocacional de Danza y Expresión Corporal Juvenil Nº 04,CV Dan Juv 04,4772-8586,14,PALERMO,-58.435,-34.5798,,,,,,,,
Angel Justiniano Carranza 2045,Instituto de Formación Técnica Superior Nº 03,IFTS 03,4772-1659,14,PALERMO,-58.435,-34.5798,,,,,,,,
Avda. Santa Fe 3727,Esc. Técnica Nº 02 Osvaldo Magnasco,ET 02,4832-8163 4831-6970,14,PALERMO,-58.4162,-34.5848,,,,,,,,
Avda. Santa Fe 3727,Instituto de Formación Técnica Superior Nº 06,IFTS 06,4832-8163,14,PALERMO,-58.4162,-34.5848,,,,,,,,
Avda. Cabildo 40,Esc. Técnica Nº 03 Maria Sanchez de Thompson,ET 03,4771-7198 Fax 4777-3993,14,PALERMO,-58.4364,-34.5748,,,,,,,,
Loyola 1500,Esc. Técnica Nº 34 Ing. Enrique Martin Hermitte,ET 34,4855-8410,15,CHACARITA,-58.4433,-34.5885,,,,,,,,
Malabia 2148,Esc. de Educacion Media N° 07/09° María Claudia Falcone,EEM 07/09,4831-1763,14,PALERMO,-58.4221,-34.5874,,,,,,,,
O'Higgins 3050,Esc. Primaria Común Nº 09 Evaristo Julio Badia,EPjs 09,4702-2532/4701-3400,13,NUÑEZ,-58.4609,-34.5512,,,,,,,,
11 de Septiembre de 1888 3451,Jardín de Infantes Nucleado A (EPCjc 10/10º),JIN A (10),4702-5971,13,NUÑEZ,-58.4604,-34.5467,,,,,,,,
11 de Septiembre de 1888 3451,Esc. Primaria Común Nº 10 Joaquin Maria Cullen,EPjc 10,4702-5971,13,NUÑEZ,-58.4604,-34.5467,,,,,,,,
Avda. Intendente Cantilo y La Pampa,Jardín de Infantes Nucleado D (EPCjc 11/10º),JIN D (11),4784-4816 4788-1759,13,BELGRANO,-58.4336,-34.5501,,,,,,,,
Avda. Intendente Cantilo y La Pampa,Esc. Primaria Común Nº 11 Primer Ministro Indira Gandhi,EPjc 11,4788-1759,13,BELGRANO,-58.4336,-34.5501,,,,,,,,
Crámer 3271,Jardín de Infantes Nucleado B (EPCjs 12/10º),JIN B (12),4544-4123/0791,13,NUÑEZ,-58.4702,-34.5543,,,,,,,,
Crámer 3271,Esc. Primaria Común Nº 12 Prof. Rodolfo Senet,EPjs 12,4544-4123,13,NUÑEZ,-58.4702,-34.5543,,,,,,,,
Avda. Congreso 1553,Esc. Primaria Común Nº 20 Vicealmirante Vicente E. Montes,EPjs 20,4782-8373,13,NUÑEZ,-58.4539,-34.5508,,,,,,,,
Avda. Congreso 1553,Curso Vocacional de Danza y Expresión Corporal Juvenil Nº 10,CV Dan Juv 10,4782-8373,13,NUÑEZ,-58.4539,-34.5508,,,,,,,,
Pinto 3910,Jardín de Infantes Nucleado E (EPCjc 21/10º) [Sede],JIN E (21) (s),4544-5555,12,SAAVEDRA,-58.4778,-34.5498,,,,,,,,
Pinto 3910,Esc. Primaria Común Nº 21 Cnel. Cornelio Saavedra,EPjc 21,4542-9902,12,SAAVEDRA,-58.4778,-34.5498,,,,,,,,
Franklin Delano Roosevelt 1510,Jardín de Infantes Nucleado D (EPCjc 22/10º) [Sede],JIN D (22) (s),4787-0214 4788-1759,13,BELGRANO,-58.4517,-34.5524,,,,,,,,
Franklin Delano Roosevelt 1510,Esc. Primaria Común Nº 22 Remedios de Escalada de San Martin,EPjc 22,4784-5875,13,BELGRANO,-58.4517,-34.5524,,,,,,,,
Martínez Castro 3061,Esc. Primaria Común Nº 20 Maestro Carlos Alberto Carranza,EPjc 20,4919-9093,8,VILLA SOLDATI,-58.449,-34.6623,,,,,,,,
Mariano Acosta 2976,Esc. Primaria Común Nº 21 Guillermo José Barros,EPjs 21,4919-7109,8,VILLA SOLDATI,-58.4486,-34.6603,,,,,,,,
Mariano Acosta 2976,Centro Educativo de Nivel Secundario N° 71,CENS 71,4919-7109,8,VILLA SOLDATI,-58.4486,-34.6603,,,,,,,,
Mom 2358,Esc. Primaria Común Nº 22 Juana Azurduy,EPjs 22,4921-7731,4,NUEVA POMPEYA,-58.4325,-34.6463,,,,,,,,
Mom 2358,Jardín de Infantes Nucleado B Homero Manzi (EPCjs 11/19º) [Sede],JIN B (11) (s),4924-4493,4,NUEVA POMPEYA,-58.4323,-34.6464,,,,,,,,
Avda. Cobo y Pte. C. Torres y Tenorio 2147,Jardín de Infantes Integral Nº 01/19º Manuel Belgrano,JII 01/19,4631-5290,7,FLORES,-58.441,-34.6454,,,,,,,,
Varela 2751,Escuela Infantil N° 05/19° San Lorenzo de Almagro,EI 05/19,4918-8334,8,VILLA SOLDATI,-58.4393,-34.6552,,,,,,,,
Avda. Lacarra 2202 e/ Pje. L y K,Escuela Infantil N° 04/19° Dr. Ramòn Carrillo,EI 04/19,4637-6890/2121,8,VILLA SOLDATI,-58.4566,-34.6593,,,,,,,,
Avda. Intendente Francisco Rabanal 1549,Esc. Técnica Nº 33 Fundición Maestranza del Plumerillo,ET 33,4918-7104,4,NUEVA POMPEYA,-58.4209,-34.6559,,,,,,,,
Avda. Intendente Francisco Rabanal 1549,Centro de Actividades Infantiles y Juveniles Club Pompeya,CAIyJ Pompeya,4918-7104,4,NUEVA POMPEYA,-58.4209,-34.6559,,,,,,,,
Agustín de Vedia 2519,Jardín Maternal Nº 06/19º,JM 06/19,4919-9258,7,FLORES,-58.4329,-34.6481,,,,,,,,
Cachimayo 1735,Centro Educativo de Nivel Secundario N° 68,CENS 68,4921-0398,7,PARQUE CHACABUCO,-58.4359,-34.6391,,,,,,,,
Agustín de Vedia 2519,Esc. de Educacion Media N° 03/19°,EEM 03/19,4919-0677,7,FLORES,-58.4329,-34.6481,,,,,,,,
Ferré 1957,Esc. de Educ. Espec. Nº 05 Dr. Angel Ardaiz,EEE 05,4918-8809,4,NUEVA POMPEYA,-58.4236,-34.6597,,,,,,,,
Mariano Acosta 2936,Esc. de Educ. Espec. Nº 07 Juan XXIII,EEE 07,4918-2396,8,VILLA SOLDATI,-58.4487,-34.6602,,,,,,,,
Martínez Castro 3061,Esc. de Educacion Media N° 02/19° Arturo Jauretche,EEM 02/19,4919-9094,8,VILLA SOLDATI,-58.449,-34.6623,,,,,,,,
Emilio Mitre 1998,Centro Educativo de Nivel Primario N° 50 - Salvador Gulla,CENP 50,,7,PARQUE CHACABUCO,-58.4362,-34.6424,,,,,,,,
Cortina 645,Centro Educativo de Nivel Primario N° 52 - Casa Puerto,CENP 52,,10,VILLA LURO,-58.5075,-34.6334,,,,,,,,
California 601,Centro Educativo de Nivel Primario N° 53 - La Boquita,CENP 53,,4,BOCA,-58.3585,-34.6425,,,,,,,,
Goleta Santa Cruz 6999,Esc. Primaria p/Adultos Nº 21 Soldado de Malvinas,EPA 21,4601-4875,8,VILLA LUGANO,-58.4938,-34.6798,,,,,,,,
Montiel 3826,Jardín de Infantes Integral Nº 01/20º,JII 01/20,4601-7586,8,VILLA LUGANO,-58.4933,-34.6763,,,,,,,,
Montiel 3826,Esc. Primaria Común Nº 22 Rufino Luro Cambaceres,EPjc 22,4602-6706,8,VILLA LUGANO,-58.4933,-34.6763,,,,,,,,
Montiel 3826,Esc. de Educacion Media N° 01/20° Biblioteca del Congreso de la Nación,EEM 01/20,4602-6706,8,VILLA LUGANO,-58.4933,-34.6763,,,,,,,,
Montiel 1174,Jardín de Infantes Común Nº 02/20º,JIC 02/20,4642-7712,9,LINIERS,-58.5247,-34.6519,,,,,,,,
Avda. Eva Perón 6336,Jardín de Infantes Integral Nº 04/20º,JII 04/20,4687-2624,8,VILLA LUGANO,-58.4924,-34.6669,,,,,,,,
Avda. Piedra Buena 4863,Esc. Primaria Común Nº 13 Dr. Alfredo Lanari,EPjs 13,4601-1165,8,VILLA RIACHUELO,-58.476,-34.6873,,,,,,,,
Avda. Piedra Buena 4863,Esc. Primaria p/Adultos Nº 13 Dr. Alfredo Lanari,EPA 13,4601-1165,8,VILLA RIACHUELO,-58.476,-34.6873,,,,,,,,
Cañada de Gómez 4548,Jardín de Infantes Nucleado C (EPCjs 14/21º) [Sede],JIN C (14) (s),4602-1264,8,VILLA LUGANO,-58.4778,-34.6829,,,,,,,,
Cañada de Gómez 4548,Esc. Primaria Común Nº 14 Dr. Ricardo Levene,EPjs 14,4601-3078,8,VILLA LUGANO,-58.4778,-34.6829,,,,,,,,
Saraza 4241,Esc. Normal Superior Nº 03 Bernardino Rivadavia (anexo),ENS 03 B Rivadavia (a),4601-3078,8,VILLA LUGANO,-58.4679,-34.6609,,,,,,,,
Cafayate 5388,Jardín de Infantes Integral Nº 01/21º,JII 01/21,4604-0190,8,VILLA LUGANO,-58.4636,-34.6885,,,,,,,,
Cafayate 5388,Esc. Primaria Común Nº 15 Dr. Carlos Alberto Veronelli,EPjs 15,4605-3904,8,VILLA LUGANO,-58.4636,-34.6885,,,,,,,,
Campichuelo 100,Esc. Primaria Común N° 03 Primera Junta,EPjs 03,4901-1063 4902-1956,6,CABALLITO,-58.4335,-34.6156,,,,,,,,
Avda. Rivadavia 6065,Jardín de Infantes Común Nº 03/07º La Porteña,JIC 03/07,4632-5630,6,CABALLITO,-58.4513,-34.6243,,,,,,,,
Avda. Rivadavia 6065,Esc. Primaria Común N° 04 Presidente Dr. Arturo Umberto Illia,EPjs 04,4632-1913,6,CABALLITO,-58.4513,-34.6243,,,,,,,,
Avda. Rivadavia 6065,Esc. Primaria p/Adultos Nº 04 Presidente Dr. Arturo Umberto Illia,EPA 04,4632-1913,6,CABALLITO,-58.4513,-34.6243,,,,,,,,
Manuel Ricardo Trelles 948,Jardín de Infantes Nucleado C (EPCjc 05/07º),JIN C (05),4581-8556,7,FLORES,-58.4601,-34.6158,,,,,,,,
Manuel Ricardo Trelles 948,Esc. Primaria Común N° 05 Juan B. Peña,EPjc 05,4581-8556,7,FLORES,-58.4601,-34.6158,,,,,,,,
Manuel Ricardo Trelles 948,Instituto de Formación Técnica Superior Nº 04,IFTS 04,4581-8556/07,7,FLORES,-58.4601,-34.6158,,,,,,,,
Olaya 1565,Esc. Primaria Común N° 06 Delfín Jijena,EPjs 06,4854-9477,15,VILLA CRESPO,-58.4463,-34.6029,,,,,,,,
Cnel. Apolinario Figueroa 1077,Jardín de Infantes Común Nº 04/07º,JIC 04/07,4582-9333 4588-1830,6,CABALLITO,-58.4528,-34.6091,,,,,,,,
Cnel. Apolinario Figueroa 1077,Esc. Primaria Común Nº 08 Provincia de San Juan,EPjs 08,4582-9333,6,CABALLITO,-58.4528,-34.6091,,,,,,,,
Sánchez 1858,Jardín de Infantes Nucleado C (EPCjc 09/07º),JIN C (09),4581-0978/3497,11,VILLA GRAL. MITRE,-58.4657,-34.6071,,,,,,,,
Sánchez 1858,Esc. Primaria Común Nº 09 Japón,EPjc 09,4581-3497,11,VILLA GRAL. MITRE,-58.4657,-34.6071,,,,,,,,
Nicasio Oroño 1431,Jardín de Infantes Nucleado D (EPCjc 11/07º),JIN D (11),4581-9922 5779-0200,6,CABALLITO,-58.4582,-34.6089,,,,,,,,
Nicasio Oroño 1431,Esc. Primaria Común Nº 11 Jose Ignacio Gorriti,EPjc 11,4581-9922,6,CABALLITO,-58.4582,-34.6089,,,,,,,,
Franklin 1836,Jardín de Infantes Nucleado C (EPCjc 12/07º) [Sede],JIN C (12) (s),4583-9957,7,FLORES,-58.4607,-34.6154,,,,,,,,
Franklin 1836,Esc. Primaria Común Nº 12 Facundo Zuviria,EPjc 12,4581-2783/6,7,FLORES,-58.4607,-34.6154,,,,,,,,
Franklin 1836,Centro Educativo Complementario de Idiomas Extranjeros Nº 07,CECIE 07,4581-2783,7,FLORES,-58.4607,-34.6154,,,,,,,,
Galicia 1857,Jardín de Infantes Nucleado C (EPCjs 13/07º),JIN C (13),4581-7386,11,VILLA GRAL. MITRE,-58.4632,-34.6116,,,,,,,,
Galicia 1857,Esc. Primaria Común Nº 13 Leopoldo Marechal,EPjs 13,4581-7386,11,VILLA GRAL. MITRE,-58.4632,-34.6116,,,,,,,,
Felipe Vallese 835,Esc. Primaria Común Nº 14 Dr. Ernesto E. Padilla,EPjc 14,4431-3630,6,CABALLITO,-58.4455,-34.613,,,,,,,,
Dr. Eleodoro Lobos 437,Jardín de Infantes Nucleado B La Veleta de Caballito (EPCjc 15/07º),JIN B (15),4982-9706,6,CABALLITO,-58.4362,-34.6128,,,,,,,,
Dr. Eleodoro Lobos 437,Esc. Primaria Común Nº 15 Gral. Jose Gervasio de Artigas,EPjc 15,4982-9706,6,CABALLITO,-58.4362,-34.6128,,,,,,,,
Cnel. Apolinario Figueroa 651,Jardín de Infantes Integral Nº 06/07º,JII 06/07,4585-4655,15,VILLA CRESPO,-58.4489,-34.6064,,,,,,,,
Cnel. Apolinario Figueroa 651,Esc. Primaria Común Nº 16 Andres Ferreyra,EPjc 16,4584-0390,15,VILLA CRESPO,-58.4489,-34.6064,,,,,,,,
Cnel. Apolinario Figueroa 651,Esc. Primaria p/Adultos Nº 16 Andres Ferreyra,EPA 16,4584-0390,15,VILLA CRESPO,-58.4489,-34.6064,,,,,,,,
Julián Alvarez 240,Jardín de Infantes Nucleado A (EPCjc 17/07º),JIN A (17),4854-4505,15,VILLA CRESPO,-58.4382,-34.6018,,,,,,,,
Julián Alvarez 240,Esc. Primaria Común Nº 17 Francisco de Vitoria,EPjc 17,4854-4505/0823,15,VILLA CRESPO,-58.4382,-34.6018,,,,,,,,
José Juan Biedma 459,Esc. Primaria Común Nº 24 Virgen Generala,EPjc 24,4431-5659,6,CABALLITO,-58.4529,-34.6193,,,,,,,,
José Juan Biedma 459,Centro Educativo de Nivel Secundario N° 19,CENS 19,4431-5659/6016,6,CABALLITO,-58.4529,-34.6193,,,,,,,,
Méndez de Andés 1451,Esc. Primaria Común Nº 25 República de Guatemala,EPjc 25,4433-4950,6,CABALLITO,-58.4546,-34.6176,,,,,,,,
Julián Alvarez 123,Esc. de Comercio Nº 16 Gabriela Mistral,EC 16,4854-0899/6218,15,VILLA CRESPO,-58.4393,-34.6029,,,,,,,,
Campichuelo 100,Jardín de Infantes Común Nº 02/07º Prof. Marina Margarita Ravioli,JIC 02/07,4901-6898,6,CABALLITO,-58.4335,-34.6156,,,,,,,,
Juan B. Ambrosetti 699,Jardín Maternal Nº 05/07º,JM 05/07,4981-6762,6,CABALLITO,-58.4382,-34.6104,,,,,,,,
Avda. Díaz Vélez 4659,Jardín de Infantes Integral Nº 01/07º Andres Ferreyra,JII 01/07,4982-0597,6,CABALLITO,-58.4329,-34.6086,,,,,,,,
Avda. Rivadavia 5161,Colegio Nº 17 Primera Junta,Col 17,4901-9053/9805,6,CABALLITO,-58.4386,-34.619,,,,,,,,
Avda. Rivadavia 5161,Esc. de Comercio Nº 23 Dr. Luis Agote,EC 23,4901-9805/9053,6,CABALLITO,-58.4386,-34.619,,,,,,,,
Avda. Rivadavia 5161,Esc. de Comercio Nº 29 Marina Mercante Argentina,EC 29,4901-9053/9805,6,CABALLITO,-58.4386,-34.619,,,,,,,,
Avda. Rivadavia 5161,Centro de Actividades Infantiles y Juveniles Club Primera Junta,CAIyJ P Junta,4901-9053,6,CABALLITO,-58.4386,-34.619,,,,,,,,
Fragata Presidente Sarmiento 1817,Esc. de Comercio Nº 17 Santa María de los Buenos Aires,EC 17,4582-5967 4581-8731,11,VILLA GRAL. MITRE,-58.4597,-34.6049,,,,,,,,
Gral. Martín de Gainza 1050,Esc. Técnica Nº 09 Ing. Luis A. Huergo,ET 09,4582-6690/2493,6,CABALLITO,-58.4467,-34.6087,,,,,,,,
Gral. Martín de Gainza 1050,Centro de Actividades Infantiles y Juveniles Club Huergo,CAIyJ Huergo,4582-6690,6,CABALLITO,-58.4467,-34.6087,,,,,,,,
Avda. Gaona 1502,Esc. Superior de Comercio Nº 03 Hipolito Vieytes,ESC 03,4581-2934/8804/7376,6,CABALLITO,-58.45,-34.6097,,,,,,,,
Avda. Gaona 1502,Instituto de Formación Técnica Superior Nº 07,IFTS 07,4581-7376,6,CABALLITO,-58.45,-34.6097,,,,,,,,
Juan B. Ambrosetti 601,Esc. Superior de Enfermeria Dra. Cecilia Grierson sede,IES C Grierson (s),4982-2309,6,CABALLITO,-58.438,-34.6111,,,,,,,,
Ballivián 2329,Bachillerato a Distancia Adultos 2000,Adu 2000 s,4981-1191/0219,15,VILLA ORTUZAR,-58.476,-34.5786,,,,,,,,
Senillosa 206,Centro de Formación Profesional N° 05 (sede) - UDA,CFP 05 UDA (s),fax 4982-0657  4981-7723,6,CABALLITO,-58.4296,-34.6188,,,,,,,,
Bogotá 115,Centro de Formación Profesional N° 16 (sede) - SGBATOS,CFP 16 SGBATOS (s),4983-4646,6,CABALLITO,-58.4332,-34.613,,,,,,,,
Rawson 42,Centro de Formación Profesional N° 17 - Ing. Cesar M. Polledo - UOCRA,CFP 17 UOCRA,4981-0139,5,ALMAGRO,-58.4255,-34.6125,,,,,,,,
Juan B. Ambrosetti 601,Centro Educativo de Nivel Secundario N° 57,CENS 57 H Durand,4981-1910,6,CABALLITO,-58.438,-34.6111,,,,,,,,
Avda. Manuel R. Trelles 2750,Centro de Alfabetización, Educación Básica y Trabajo N° 75 Centro Comunitario,CAEByT 75,Dir de Educación del Adulto y del Adolescente,14,-58.4661,-34.5972,,,,,,,,
Hidalgo 588,Centro Educativo de Nivel Primario N° 30 - Inst. Psicopedagógico San Pablo,CENP 30,,6,CABALLITO,-58.4405,-34.6129,,,,,,,,
Avda. Díaz Vélez 4716,Centro de Formación Profesional N° 26 (anexo) - Instituto Superior Albert Schweitzer,CFP 26 Schweitzer (a),4941-8015/5386,6,CABALLITO,-58.4332,-34.6089,,,,,,,,
Avda. Eva Perón 1502,Esc. Primaria Común N° 01 Chacabuco,EPjc 01,4921-0483,7,PARQUE CHACABUCO,-58.4455,-34.6337,,,,,,,,
Avda. Eva Perón 1502,Centro Educativo de Nivel Secundario N° 30,CENS 30,4921-0483,7,PARQUE CHACABUCO,-58.4455,-34.6337,,,,,,,,
Santander 1150,Esc. Primaria Común N° 02 Tomás Santa Coloma,EPjc 02,4921-9687,7,PARQUE CHACABUCO,-58.4361,-34.6356,,,,,,,,
Baldomero Fernández Moreno 3652,Jardín de Infantes Nucleado A (EPCjc 20/11º) [Sede],JIN A (20) (s),4613-6861,9,PARQUE AVELLANEDA,-58.4692,-34.6453,,,,,,,,
Baldomero Fernández Moreno 3652,Esc. Primaria Común Nº 20 Antonio Alice,EPjc 20,4612-2964,9,PARQUE AVELLANEDA,-58.4692,-34.6453,,,,,,,,
Mariano Acosta 1071,Jardín de Infantes Nucleado A (EPCjs 21/11º),JIN A (21),4612-4826,9,PARQUE AVELLANEDA,-58.4718,-34.6425,,,,,,,,
Mariano Acosta 1071,Esc. Primaria Común Nº 21 Maria Sklodowska de Curie,EPjs 21,4612-4826,9,PARQUE AVELLANEDA,-58.4718,-34.6425,,,,,,,,
Tronador 2861,Jardín de Infantes Común Nº 02/15º Juan M. Coghlan,JIC 02/15,4544-8509,12,COGHLAN,-58.4786,-34.5645,,,,,,,,
Tronador 2861,Esc. Primaria Común Nº 15 Manuel Antonio Acevedo,EPjc 15,4541-5207,12,COGHLAN,-58.4786,-34.5645,,,,,,,,
Avda. Triunvirato 4247,Esc. Primaria Común Nº 16 Ejército de Los Andes,EPjs 16,4521-8504,12,VILLA URQUIZA,-58.4806,-34.5778,,,,,,,,
Avda. Triunvirato 4247,Esc. Primaria p/Adultos Nº 16 Ejército de Los Andes,EPA 16,4521-8504,12,VILLA URQUIZA,-58.4806,-34.5778,,,,,,,,
José Pascual Tamborini 5324,Jardín de Infantes Nucleado A (EPCjs 17/15º),JIN A (17),4541-4740,12,VILLA URQUIZA,-58.4942,-34.5676,,,,,,,,
José Pascual Tamborini 5324,Esc. Primaria Común Nº 17 Gauchos de Güemes,EPjs 17,4541-4740,12,VILLA URQUIZA,-58.4942,-34.5676,,,,,,,,
Arias 4763,Jardín de Infantes Nucleado C (EPCjs 18/15º),JIN C (18),4541-6831,12,SAAVEDRA,-58.4953,-34.5521,,,,,,,,
Arias 4763,Esc. Primaria Común Nº 18 Juan B. Teran,EPjs 18,4541-6831,12,SAAVEDRA,-58.4953,-34.5521,,,,,,,,
Rogelio Yrurtia 5806,Jardín de Infantes Común Nº 01/15º,JIC 01/15,4543-0998,12,SAAVEDRA,-58.5022,-34.5633,,,,,,,,
Rogelio Yrurtia 5806,Esc. Primaria Común Nº 19 Naciones Unidas,EPjs 19,4543-9344/9124,12,SAAVEDRA,-58.5022,-34.5633,,,,,,,,
Mariano Acha 2250,Jardín de Infantes Nucleado B (EPCjs 21/15º) [Sede],JIN B (21) (s),4544-4481 4542-8402,12,VILLA URQUIZA,-58.4773,-34.5723,,,,,,,,
Mariano Acha 2250,Esc. Primaria Común Nº 21 Lic. Justo Jose Nuñez,EPjc 21,4544-4481,12,VILLA URQUIZA,-58.4773,-34.5723,,,,,,,,
José Pascual Tamborini 3948,Jardín de Infantes Nucleado B (EPCjc 22/15º),JIN B (22),4541-3542,12,COGHLAN,-58.4801,-34.5608,,,,,,,,
José Pascual Tamborini 3948,Esc. Primaria Común Nº 22 Felix de Azara,EPjc 22,4541-3542,12,COGHLAN,-58.4801,-34.5608,,,,,,,,
Avda. Juan Bautista Alberdi 1845,Esc. Técnica Nº 05 Maria de los Remedios de Escalada de San Martin,ET 05,4631-3115/2130,7,FLORES,-58.4548,-34.6288,,,,,,,,
Varela 1425,Escuela Infantil N° 04/11°,EI 04/11,4633-2011,7,FLORES,-58.4536,-34.6444,,,,,,,,
Avda. Carabobo 286,Esc. Técnica Nº 18 Jose Antonio Alvarez Condarco,ET 18,4631-5943,7,FLORES,-58.4548,-34.6301,,,,,,,,
Avda. Carabobo 286,Liceo Nº 05 Pascual Guaglianone,Lic 05,4631-3588,7,FLORES,-58.4548,-34.6301,,,,,,,,
Pumacahua 390,Esc. de Comercio Nº 21 Cap. de Navío Hipólito Bouchard,EC 21,4632-5600 4633-0147,7,FLORES,-58.4532,-34.6308,,,,,,,,
Pje. Julio S. Dantas 3260,Jardín de Infantes Nucleado A Alicia Moreau de Justo (EPCjs 18/17º),JIN A (18),4581-2695,11,VILLA SANTA RITA,-58.4882,-34.611,,,,,,,,
Gutemberg 3674,Esc. de Recuperación Nº 17,ER 17,4587-6050,11,VILLA DEVOTO,-58.5092,-34.5956,,,,,,,,
Pje. Julio S. Dantas 3260,Esc. Primaria Común Nº 18 Provincia de Tierra del Fuego,EPjc 18,4581-2695,11,VILLA SANTA RITA,-58.4882,-34.611,,,,,,,,
Avda. Salvador María del Carril 4957,Jardín de Infantes Integral Nº 03/17º El Jardín del Boulevard,JII 03/17,4503-7311,11,VILLA DEVOTO,-58.5239,-34.6064,,,,,,,,
Avda. Salvador María del Carril 4957,Esc. Primaria Común Nº 19 Bartolina Sisa,EPjc 19,4502-6437,11,VILLA DEVOTO,-58.5239,-34.6064,,,,,,,,
Nueva York 4713,Esc. Primaria Común Nº 20 Pedro Medrano,EPjc 20,4501-9496,11,VILLA DEVOTO,-58.5205,-34.6054,,,,,,,,
Santo Tomé 2836,Jardín de Infantes Nucleado A Alicia Moreau de Justo (EPCjs 21/17º),JIN A (21),4503-3314 4501-7234,11,VILLA DEL PARQUE,-58.4862,-34.6045,,,,,,,,
Santo Tomé 2836,Esc. Primaria Común Nº 21 Rompehielos Gral. San Martin,EPjc 21,4501-7234,11,VILLA DEL PARQUE,-58.4862,-34.6045,,,,,,,,
Tinogasta 5046,Jardín de Infantes Nucleado D Victoria Ocampo (EPCjs 22/17º),JIN D (22),4567-4573,11,VILLA DEVOTO,-58.5176,-34.6141,,,,,,,,
Tinogasta 5046,Esc. Primaria Común Nº 22 Prof. Pedro Luis Comi,EPjs 22,4567-4573,11,VILLA DEVOTO,-58.5176,-34.6141,,,,,,,,
Avda. Salvador María del Carril 3650,Esc. Primaria Común Nº 23 Abel Ayerza,EPjc 23,4501-8689,11,VILLA DEVOTO,-58.508,-34.597,,,,,,,,
Avda. Salvador María del Carril 3650,Centro Educativo Complementario de Idiomas Extranjeros Nº 17,CECIE 17,4501-8689,11,VILLA DEVOTO,-58.508,-34.597,,,,,,,,
Bahía Blanca 2535,Jardín de Infantes Nucleado D Victoria Ocampo (EPCjs 24/17º),JIN D (24),4567-8257,10,MONTE CASTRO,-58.5009,-34.6103,,,,,,,,
Bahía Blanca 2535,Esc. Primaria Común Nº 24 Presidente Dr. Roberto Mario Ortiz,EPjs 24,4567-8257,10,MONTE CASTRO,-58.5009,-34.6103,,,,,,,,
Navarro 4344,Colegio Nº 19 Luis Pasteur,Col 19,4501-0072/1822,11,VILLA DEVOTO,-58.5128,-34.6055,,,,,,,,
Pedro Lozano 4250,Esc. de Comercio Nº 11 Dr. José Peralta,EC 11,4566-5628,11,VILLA DEVOTO,-58.5065,-34.6083,,,,,,,,
Concordia 3555,Esc. Técnica Nº 16 España,ET 16,4501-0195,11,VILLA DEVOTO,-58.5024,-34.5995,,,,,,,,
Ricardo Gutiérrez 3246,Esc. Técnica Nº 24 Defensa de Buenos Aires,ET 24,4501-9251,11,VILLA DEL PARQUE,-58.4957,-34.6019,,,,,,,,
Mercedes 4002,Esc. de Educacion Media N° 03/17° Antonio Devoto,EEM 03/17,4501-9054,11,VILLA DEVOTO,-58.5127,-34.6006,,,,,,,,
Manuel Porcel de Peralta 1437,Centro Educativo de Nivel Secundario N° 07,CENS 07,4641-3563,10,VILLA REAL,-58.529,-34.6217,,,,,,,,
Manuel Porcel de Peralta 1437,Esc. de Educacion Media N° 02/17° Rumania,EEM 02/17,4641-3563,10,VILLA REAL,-58.529,-34.6217,,,,,,,,
José Pedro Varela 5966,Ciclo Básico de Formación Ocupacional N° 02 Salvador Maza,CBO 02,4644-7325,10,VILLA REAL,-58.5291,-34.621,,,,,,,,
Lascano 3840,Inst. de Enseñanza Superior en Lenguas Vivas Juan B. Justo (sede),IES J B Justo (s),4566-9247 4639-3981,11,VILLA DEL PARQUE,-58.4959,-34.6131,,,,,,,,
Pedro Lozano 3056,Esc. de Educ. Espec. y Form. Laboral  Nº 02 Domingo Faustino Sarmiento,EEEyFL 02,4501-5794,11,VILLA DEL PARQUE,-58.4933,-34.6004,,,,,,,,
Avda. Francisco Beiró 4418,Esc. de Educ. Espec. y Form. Laboral Nº 03 Maria Dolores Navalies Mir de Tobar García,EEEyFL 03,4501-1149,11,VILLA DEVOTO,-58.5131,-34.6069,,,,,,,,
Juncal 3131,Esc. Primaria Común Nº 16 Wenceslao Posse,EPjs 16,4804-2411,14,PALERMO,-58.4088,-34.5857,,,,,,,,
Avda. Gral. Las Heras 3086,Jardín de Infantes Nucleado C (EPCjs 18/01º) (Sede),JIN C (18) (s),4804-2359/1386,2,RECOLETA,-58.4053,-34.5837,,,,,,,,
Avda. Gral. Las Heras 3086,Esc. Primaria Común Nº 18 Dr. Rafael Herrera Vegas,EPjc 18,4805-7916,2,RECOLETA,-58.4053,-34.5837,,,,,,,,
